0|1|1|0|0|1,Hexagram for Work on the Decayed,䷑,"Hexagram 18 is named '蠱' (gŭ), ""Correcting"". Other variations include ""work on what has been spoiled (decay)"",decayingand ""branch""[1]. Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☶(艮 gèn) bound = (山) mountain.Guis the name of a venom-based poison traditionally used in Chinese witchcraft."
1|1|0|0|0|0,Hexagram for Approach,䷒,"Hexagram 19 is named 臨 (lín), ""Nearing"". Other variations include ""approach"" and ""the forest"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☷(坤 kūn) field = (地) earth."
0|0|0|0|1|1,Hexagram for Contemplation,䷓,"Hexagram 20 is named 觀 (guān), ""Viewing"". Other variations include ""contemplation (view)"" and ""looking up"". Its inner trigram is☷(坤 kūn) field = (地) earth, and its outer trigram is☴(巽 Xena) ground = (風) wind."
1|0|0|1|0|1,Hexagram for Biting Through,䷔,"Hexagram 21 is named 噬嗑 (shì kè), ""Gnawing Bite"". Other variations include ""biting through"" and ""biting and chewing"". Its inner trigram is☳(震 zhèn) shake = (雷) thunder, and its outer trigram is☲(離 lí) radiance = (火) fire."
1|0|1|0|0|1,Hexagram for Grace,䷕,"Hexagram 22 is named 賁 (bì), ""Adorning"". Other variations include ""grace"" and ""luxuriance"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☶(艮 gèn) bound = (山) mountain."
0|0|0|0|0|1,Hexagram for Splitting Apart,䷖,"Hexagram 23 is named 剝 (bō), ""Stripping"". Other variations include ""splitting apart"" and ""flaying"". Its inner trigram is☷(坤 kūn) field = (地) earth, and its outer trigram is☶(艮 gèn) bound = (山) mountain."
1|0|0|0|0|0,Hexagram for Return,䷗,"Hexagram 24 is named 復 (fù), ""Returning"". Other variations include ""return (the turning point)"". Its inner trigram is☳(震 zhèn) shake = (雷) thunder, and its outer trigram is☷(坤 kūn) field = (地) earth."
1|0|0|1|1|1,Hexagram for Innocence,䷘,"Hexagram 25 is named 無妄 (wú wàng), ""Without Embroiling"". Other variations include ""innocence (the unexpected)"" and ""pestilence"". Its inner trigram is☳(震 zhèn) shake = (雷) thunder, and its outer trigram is☰(乾 qián) force = (天) heaven."
1|1|1|0|0|1,Hexagram for Great Taming,䷙,"Hexagram 26 is named 大畜 (dà chù), ""Great Accumulating"". Other variations include ""the taming power of the great"", ""great storage"", and ""potential energy."" Its inner trigram is☰(乾 qián) force = (天) heaven, and its outer trigram is☶(艮 gèn) bound = (山) mountain."
1|0|0|0|0|1,Hexagram for Mouth Corners,䷚,"Hexagram 27 is named 頤 (yí), ""Swallowing"". Other variations include ""the corners of the mouth (providing nourishment)"", ""jaws"" and ""comfort/security"". Its inner trigram is☳(震 zhèn) shake = (雷) thunder, and its outer trigram is☶(艮 gèn) bound = (山) mountain."
0|1|1|1|1|0,Hexagram for Great Preponderance,䷛,"Hexagram 28 is named 大過 (dà guò), ""Great Exceeding"". Other variations include ""preponderance of the great"", ""great surpassing"" and ""critical mass."" Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|0|0|1|0,Hexagram for the Abysmal Water,䷜,"Hexagram 29 is named 坎 (kǎn), ""Gorge"". Other variations include ""the abysmal (water)"" and ""repeated entrapment"". Its inner trigram is☵(坎 kǎn) gorge = (水) water, and its outer trigram is identical."
1|0|1|1|0|1,Hexagram for the Clinging Fire,䷝,"Hexagram 30 is named 離 (lí), ""Radiance"". Other variations include ""the clinging, fire"" and ""the net"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is identical. The origin of the character has its roots in symbols of long-tailed birds such as thepeacockor the legendaryphoenix."
0|0|1|1|1|0,Hexagram for Influence,䷞,"Hexagram 31 is named 咸 (xián), ""Conjoining"". Other variations include ""influence (wooing)"" and ""feelings"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|1|1|0|0,Hexagram for Duration,䷟,"Hexagram 32 is named 恆 (héng), ""Persevering"". Other variations include ""duration"" and ""constancy"". Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
0|0|1|1|1|1,Hexagram for Retreat,䷠,"Hexagram 33 is named 遯 (dùn), ""Retiring"". Other variations include ""retreat"" and ""yielding"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☰(乾 qián) force = (天) heaven."
1|1|1|1|0|0,Hexagram for Great Power,䷡,"Hexagram 34 is named 大壯 (dà zhuàng), ""Great Invigorating"". Other variations include ""the power of the great"" and ""great maturity"". Its inner trigram is☰(乾 qián) force = (天) heaven, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
0|0|0|1|0|1,Hexagram for Progress,䷢,"Hexagram 35 is named 晉 (jìn), ""Prospering"". Other variations include ""progress"" and ""aquas"". Its inner trigram is☷(坤 kūn) field = (地) earth, and its outer trigram is☲(離 lí) radiance = (火) fire."
1|0|1|0|0|0,Hexagram for Darkening of the Light,䷣,"Hexagram 36  is named 明夷 (míng yí), “Darkening of the Light.” Other variations are ""brilliance injured"" and ""intelligence hidden"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☷(坤 kūn) field = (地) earth."
1|0|1|0|1|1,Hexagram for the Family,䷤,"Hexagram 37 is named 家人 (jiā rén), ""Dwelling People"". Other variations include ""the family (the clan)"" and ""family members"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☴(巽 xùn) ground = (風) wind."
1|1|0|1|0|1,Hexagram for Opposition,䷥,"Hexagram 38 is named 睽 (kuí), ""Polarising"". Other variations include ""opposition"" and ""perversion"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☲(離 lí) radiance = (火) fire."
0|0|1|0|1|0,Hexagram for Obstruction,䷦,"Hexagram 39 is named 蹇 (jiǎn), ""Limping"". Other variations include ""obstruction"" and ""afoot"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☵(坎 kǎn) gorge = (水) water."
0|1|0|1|0|0,Hexagram for Deliverance,䷧,"Hexagram 40 is named 解 (xiè), ""Taking-Apart"". Other variations include ""deliverance"" and ""untangled"". Its inner trigram is☵(坎 kǎn) gorge = (水) water, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
1|1|0|0|0|1,Hexagram for Decrease,䷨,"Hexagram 41 is named 損 (sǔn), ""Diminishing"". Other variations include ""decrease"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☶(艮 gèn) bound = (山) mountain."
1|0|0|0|1|1,Hexagram for Increase,䷩,"Hexagram 42 is named 益 (yì), ""Augmenting"". Other variations include ""increase"". Its inner trigram is☳(震 zhèn) shake = (雷) thunder, and its outer trigram is☴(巽 xùn) ground = (風) wind."
1|1|1|1|1|0,Hexagram for Breakthrough,䷪,"Hexagram 43 is named 夬 (guài), ""Displacement"" Other variations include ""resoluteness"" and ""break-through"". Its inner trigram is☰(乾 qián) force = (天) heaven, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|1|1|1|1,Hexagram for Coming to Meet,䷫,"Hexagram 44 is named 姤 (gòu), ""Coupling"". Other variations include ""coming to meet"" and ""meeting"". Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☰(乾 qián) force = (天) heaven."
0|0|0|1|1|0,Hexagram for Gathering Together,䷬,"Hexagram 45 is named 萃 (cuì), ""Clustering"". Other variations include ""gathering together (massing)"" and ""finished"". Its inner trigram is☷(坤 kūn) field = (地) earth, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|1|0|0|0,Hexagram for Pushing Upward,䷭,"Hexagram 46 is named 升 (shēng), ""Ascending"". Other variations include ""pushing upward"". Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☷(坤 kūn) field = (地) earth."
0|1|0|1|1|0,Hexagram for Oppression,䷮,"Hexagram 47 is named 困 (kùn), ""Confining"". Other variations include ""oppression (exhaustion)"" and ""entangled"". Its inner trigram is☵(坎 kǎn) gorge = (水) water, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|1|0|1|0,Hexagram for the Well,䷯,"Hexagram 48 is named 井 (jǐng), ""Welling"". Other variations include ""the well"". Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☵(坎 kǎn) gorge = (水) water."
1|0|1|1|1|0,Hexagram for Revolution,䷰,"Hexagram 49 is named 革 (gé), ""Skinning"". Other variations including ""revolution (molting)"" and ""the bridle"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☱(兌 duì) open = (澤) swamp."
0|1|1|1|0|1,Hexagram for the Cauldron,䷱,"Hexagram 50 is named 鼎 (dǐng), ""Holding"". Other variations include ""the cauldron"". Its inner trigram is☴(巽 xùn) ground = (風) wind, and its outer trigram is☲(離 lí) radiance = (火) fire."
1|0|0|1|0|0,Hexagram for the Arousing Thunder,䷲,"Hexagram 51 is named 震 (zhèn), ""Shake"". Other variations include ""the arousing (shock, thunder)"" and ""thunder"". Both its inner and outer trigrams are☳(震 zhèn) shake = (雷) thunder."
0|0|1|0|0|1,Hexagram for the Keeping Still Mountain,䷳,"Hexagram 52 is named 艮 (gèn), ""Bound"". Other variations include ""keeping still, mountain"" and ""stilling"". Both its inner and outer trigrams are☶(艮 gèn) bound = (山) mountain."
0|0|1|0|1|1,Hexagram for Development,䷴,"Hexagram 53 is named 漸 (jiàn), ""Infiltrating"". Other variations include ""development (gradual progress)"" and ""advancement"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☴(巽 xùn) ground = (風) wind."
1|1|0|1|0|0,Hexagram for the Marrying Maiden,䷵,"Hexagram 54 is named 歸妹 (guī mèi), ""Converting the Maiden"". Other variations include ""the marrying maiden"" and ""returning maiden"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
1|0|1|1|0|0,Hexagram for Abundance,䷶,"Hexagram 55 is named 豐 (fēng), ""Abounding"". Other variations include ""abundance"" and ""fullness"". Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
0|0|1|1|0|1,Hexagram for the Wanderer,䷷,"Hexagram 56 is named 旅 (lǚ), ""Sojourning"". Other variations include ""the wanderer"" and ""traveling"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☲(離 lí) radiance = (火) fire."
0|1|1|0|1|1,Hexagram for the Gentle Wind,䷸,"Hexagram 57 is named 巽 (xùn), ""Ground"". Other variations include ""the gentle (the penetrating, wind)"" and ""calculations"". Both its inner and outer trigrams are☴(巽 xùn) ground = (風) wind."
1|1|0|1|1|0,Hexagram for the Joyous Lake,䷹,"Hexagram 58 is named 兌 (duì), ""Open"". Other variations include ""the joyous, lake"" and ""usurpation"". Both its inner and outer trigrams are☱(兌 duì) open = (澤) swamp."
0|1|0|0|1|1,Hexagram for Dispersion,䷺,"Hexagram 59 is named 渙 (huàn), ""Dispersing"". Other variations include ""dispersion (dissolution)"" and ""dispersal"". Its inner trigram is☵(坎 kǎn) gorge = (水) water, and its outer trigram is☴(巽 xùn) ground = (風) wind."
1|1|0|0|1|0,Hexagram for Limitation,䷻,"Hexagram 60 is named 節 (jié), ""Articulating"". Other variations include ""limitation"" and ""moderation"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☵(坎 kǎn) gorge = (水) water."
1|1|0|0|1|1,Hexagram for Inner Truth,䷼,"Hexagram 61 is named 中孚 (zhōng fú), ""Center Returning"". Other variations include ""inner truth"" and ""central return"". Its inner trigram is☱(兌 duì) open = (澤) swamp, and its outer trigram is☴(巽 xùn) ground = (風) wind."
0|0|1|1|0|0,Hexagram for Small Preponderance,䷽,"Hexagram 62 is named 小過 (xiǎo guò), ""Small Exceeding"". Other variations include ""preponderance of the small"" and ""small surpassing"". Its inner trigram is☶(艮 gèn) bound = (山) mountain, and its outer trigram is☳(震 zhèn) shake = (雷) thunder."
1|0|1|0|1|0,Hexagram for After Completion,䷾,"Hexagram 63 is named 既濟 (jì jì), ""Already Fording"". Other variations include ""after completion"" and ""already completed"" or ""already done"" . Its inner trigram is☲(離 lí) radiance = (火) fire, and its outer trigram is☵(坎 kǎn) gorge = (水) water."
0|1|0|1|0|1,Hexagram for Before Completion,䷿,"Hexagram 64 is named 未濟 (wèi jì), ""Not Yet Fording"". Other variations include ""before completion"" and ""not yet completed"". Its inner trigram is☵(坎 kǎn) gorge = (水) water, and its outer trigram is☲(離 lí) radiance = (火) fire."
